,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
236,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Soup Restaurant 三盅兩件,1.31730067241,103.84423721,Chinese Restaurant
237,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Tuk Tuk Cha Thai Tea & Coffee,1.31954171941,103.843460001,Café
238,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,A-Roy Thai Restaurant,1.31939256589,103.843532352,Thai Restaurant
239,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Real Food,1.32102301077,103.844735963,Vegetarian / Vegan Restaurant
240,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Mei Heong Yuan Dessert,1.32014409147,103.843756365,Dessert Shop
241,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Starbucks,1.32169455792,103.845161646,Coffee Shop
242,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Caveman Food,1.32106206323,103.844676178,Food Stand
243,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,The Marmalade Pantry At Novena,1.32037414348,103.844875168,Bistro
244,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Rochor Thai,1.32114443723,103.841512799,Thai Restaurant
245,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Sinn Ji Hainanese Chicken Rice,1.321135,103.84166,Hainan Restaurant
246,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Nonya Peranakan Cuisine,1.3205035596,103.841952682,Asian Restaurant
247,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Toast Box 土司工坊,1.32025973114,103.843640572,Café
248,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Tonkotsu Kazan Ramen,1.32117533078,103.844262205,Ramen Restaurant
249,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Nickeldime Drafthouse,1.3212302451,103.841523528,Beer Garden
250,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Sogurt,1.31754017745,103.843768059,Frozen Yogurt Shop
251,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Ssikkek Korean BBQ,1.31733793688,103.844258224,Korean Restaurant
252,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,328 Katong Laska,1.31755637565,103.843933733,Noodle House
253,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Wee Nam Kee 威南记海南鸡饭餐室 (Wee Nam Kee Hainanese Chicken Rice Restaurant),1.31711113353,103.843990006,Hainan Restaurant
254,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,The Coffee Bean & Tea Leaf,1.3215976837,103.846094129,Coffee Shop
255,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Hokkaido Fish Market,1.32144604836,103.84457777,Japanese Restaurant
256,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,TungLok Teahouse 同樂小聚,1.32068706249,103.844655425,Cantonese Restaurant
257,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Two Men Bagel House,1.32071786165,103.842933435,Bagel Shop
258,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Novena MRT Station (NS20),1.32050264195,103.844057605,Metro Station
259,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Ichiban Boshi,1.32003843606,103.843438102,Japanese Restaurant
260,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Kajiken,1.32116300351,103.843965225,Asian Restaurant
261,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Banh Mi 888,1.31755217771,103.844031293,Vietnamese Restaurant
262,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Velocity,1.31945492811,103.843672629,Shopping Mall
263,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Cold Storage,1.31701176742,103.843882341,Supermarket
264,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Tomi Sushi,1.31925006323,103.843455857,Sushi Restaurant
265,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Jollibee,1.32124316815,103.843943591,Fast Food Restaurant
266,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Saizeriya Ristorante E Caffe,1.317052353,103.844172229,Italian Restaurant
267,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Duke Bakery,1.31780875342,103.844082932,Bakery
268,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Cedele by Bakery Depot,1.31711386535,103.844202273,Café
269,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Subway,1.32151157243,103.846010808,Sandwich Place
270,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,The Forest by Wangz,1.31866490989,103.847662289,Hotel
271,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Guardian Pharmacy,1.31707975796,103.843849076,Pharmacy
272,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,For The Love Of Laundry,1.31647724873,103.84383681,Dry Cleaner
273,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Tan Tock Seng Hospital Pharmacy,1.3205874824,103.844866401,Pharmacy
274,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,TTSH Pharmacy L2,1.32072278907,103.84575604,Pharmacy
275,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,Toast Box 土司工坊,1.32150632743,103.846049582,Café
276,GOLDHILL SHOPPING CENTRE,1.3181580889,103.843303401,TTSH DLM Pantry,1.32116517304,103.846163668,Snack Place
277,HDB PUBLIC SHELTERS,1.35881539049,103.935939962,NTUC Fairprice,1.35554058803,103.934757788,Supermarket
278,HDB PUBLIC SHELTERS,1.35881539049,103.935939962,Bus Stop 75269 (Opp Blks 710/713),1.35912908381,103.937910883,Bus Station
279,HDB PUBLIC SHELTERS,1.35881539049,103.935939962,Jogging Path (Tampines),1.35914305348,103.938154491,Trail
280,HDB PUBLIC SHELTERS,1.35881539049,103.935939962,Playground @ Blk 728,1.35647021214,103.935105801,Playground
281,HDB PUBLIC SHELTERS,1.35881539049,103.935939962,SBS Transit: Bus 27,1.36028276575,103.933662727,Bus Line
282,HDB PUBLIC SHELTERS,1.35881539049,103.935939962,SBS Transit: Bus 69,1.35571468321,103.937735259,Bus Line
283,HDB PUBLIC SHELTERS,1.35881539049,103.935939962,Cheers @ Tampines Central Community Centre,1.35452001668,103.934800666,Food & Drink Shop
284,HDB PUBLIC SHELTERS,1.35881539049,103.935939962,Zafrah Mini Mart,1.354876219,103.93783984,Department Store
285,HDB-BUKIT MERAH,1.27907853357,103.826785281,Collin's Grille . Bento,1.28257010532,103.826195124,Japanese Restaurant
286,HDB-BUKIT MERAH,1.27907853357,103.826785281,Tuan Yuan Pork Ribs Soup 团缘肉骨茶,1.28218781593,103.828598556,Soup Place
287,HDB-BUKIT MERAH,1.27907853357,103.826785281,泉记海鲜 （Tanjong Rhu),1.28143013813,103.823157894,Seafood Restaurant
288,HDB-BUKIT MERAH,1.27907853357,103.826785281,Sin Kee Coffee Shop,1.28008812268,103.824725952,Coffee Shop
289,HDB-BUKIT MERAH,1.27907853357,103.826785281,26 Food Loft,1.28286,103.825919,Coffee Shop
290,HDB-BUKIT MERAH,1.27907853357,103.826785281,GHK 132 Food House,1.27950311825,103.828445784,Food Court
291,HDB-BUKIT MERAH,1.27907853357,103.826785281,Royal Cake Shop,1.2802485749,103.827102722,Bakery
292,HDB-BUKIT MERAH,1.27907853357,103.826785281,J.Membina Food House,1.28201342439,103.825690418,Food Court
293,HDB-BUKIT MERAH,1.27907853357,103.826785281,Bus Stop 10369 (Opp Cendex Centre),1.28037393248,103.823845878,Bus Station
294,HDB-BUKIT MERAH,1.27907853357,103.826785281,cigarette shop,1.278115,103.83021,Smoke Shop
295,HDB-BUKIT MERAH,1.27907853357,103.826785281,Nature Vegetarian Delights (Bukit Purmei) 大自然素食,1.27464191307,103.826470515,Vegetarian / Vegan Restaurant
296,HDB-CHOA CHU KANG,1.38020695576,103.74813763,McDonald's,1.37831783117,103.748831974,Fast Food Restaurant
297,HDB-CHOA CHU KANG,1.38020695576,103.74813763,145 Coffee Shop,1.38159066346,103.752356614,Coffee Shop
298,HDB-CHOA CHU KANG,1.38020695576,103.74813763,McDonald's,1.38143099583,103.752224408,Fast Food Restaurant
299,HDB-CHOA CHU KANG,1.38020695576,103.74813763,Bus Stop 44111 (Opp Blk 203),1.38080087341,103.750942386,Bus Station
300,HDB-HOUGANG,1.37543488476,103.893743438,Dessert Story,1.37257556367,103.893796122,Dessert Shop
301,HDB-HOUGANG,1.37543488476,103.893743438,Soup Restaurant 三盅兩件,1.37261238399,103.893858212,Chinese Restaurant
302,HDB-HOUGANG,1.37543488476,103.893743438,Yolé,1.37224046281,103.893553045,Frozen Yogurt Shop
303,HDB-HOUGANG,1.37543488476,103.893743438,Subway,1.37266561951,103.893710021,Sandwich Place
304,HDB-HOUGANG,1.37543488476,103.893743438,Koi Café,1.37150929475,103.893504336,Bubble Tea Shop
305,HDB-HOUGANG,1.37543488476,103.893743438,成發咖啡屋 Seng Huat Coffee House,1.37216904806,103.893592851,Food Court
306,HDB-HOUGANG,1.37543488476,103.893743438,Pepper Lunch,1.37218569121,103.893712202,Fast Food Restaurant
307,HDB-HOUGANG,1.37543488476,103.893743438,Qiji,1.37211575861,103.893729826,Asian Restaurant
308,HDB-HOUGANG,1.37543488476,103.893743438,NTUC FairPrice,1.37177581798,103.894067875,Supermarket
309,HDB-HOUGANG,1.37543488476,103.893743438,Phoon Huat & Co,1.37122248155,103.894695139,Grocery Store
310,HDB-HOUGANG,1.37543488476,103.893743438,Toast Box 土司工坊,1.37219033513,103.89371121,Café
311,HDB-HOUGANG,1.37543488476,103.893743438,KPT 咖啡店,1.37510601676,103.897307979,Food Court
312,HDB-HOUGANG,1.37543488476,103.893743438,Starbucks,1.37259924513,103.893784367,Coffee Shop
313,HDB-HOUGANG,1.37543488476,103.893743438,NTUC FairPrice,1.37269929095,103.893807128,Supermarket
314,HDB-HOUGANG,1.37543488476,103.893743438,The Manhattan Fish Market,1.37267984692,103.893730037,Fish & Chips Shop
315,HDB-HOUGANG,1.37543488476,103.893743438,Hougang Mall,1.37251953954,103.893683305,Shopping Mall
316,HDB-HOUGANG,1.37543488476,103.893743438,Kawa Cafe,1.37208112761,103.893745603,Café
317,HDB-HOUGANG,1.37543488476,103.893743438,精英 Jing Ying Coffee Shop,1.37393331966,103.891115946,Coffee Shop
318,HDB-HOUGANG,1.37543488476,103.893743438,Ichiban Sushi,1.37240554844,103.893969311,Sushi Restaurant
319,HDB-HOUGANG,1.37543488476,103.893743438,KFC,1.37217228862,103.893499962,Fast Food Restaurant
320,HDB-HOUGANG,1.37543488476,103.893743438,McDonald's,1.37216943066,103.893620631,Fast Food Restaurant
321,HDB-HOUGANG,1.37543488476,103.893743438,Popular Bookstore,1.37262134565,103.893708916,Bookstore
322,HDB-HOUGANG,1.37543488476,103.893743438,Pizza Hut,1.3722779112,103.893884236,Pizza Place
323,HDB-HOUGANG,1.37543488476,103.893743438,Mr Bean @ Hougang Mall,1.37268130287,103.893747405,Dessert Shop
324,HDB-HOUGANG,1.37543488476,103.893743438,Sasa,1.37267416346,103.893796574,Cosmetics Shop
325,HDB-HOUGANG,1.37543488476,103.893743438,Hougang MRT Station (NE14),1.37133126561,103.892409028,Metro Station
326,HDB-HOUGANG,1.37543488476,103.893743438,Cheers,1.37181,103.893468,Convenience Store
327,HDB-HOUGANG,1.37543488476,103.893743438,Punggol Pond,1.37537925671,103.897421252,Lake
328,HDB-PASIR RIS,1.3775792686,103.940659585,Sheng Siong,1.37809565443,103.94232329,Supermarket
329,HDB-PASIR RIS,1.3775792686,103.940659585,Mr Teh Tarik Eating House,1.37877880522,103.942022723,Asian Restaurant
330,HDB-PASIR RIS,1.3775792686,103.940659585,Coffee United,1.37778102299,103.942671209,Food Court
331,HDB-PASIR RIS,1.3775792686,103.940659585,McDonald's,1.37861590232,103.942784076,Fast Food Restaurant
332,HDB-PASIR RIS,1.3775792686,103.940659585,Japan Home,1.37856475499,103.941944639,Convenience Store
333,HDB-PASIR RIS,1.3775792686,103.940659585,Mangrove @ Pasir Ris,1.37864174808,103.941910646,Trail
334,HDB-PASIR RIS,1.3775792686,103.940659585,Bus Stop 77181 (Blk 638),1.37592322078,103.941197696,Bus Stop
335,HDB-PASIR RIS,1.3775792686,103.940659585,WHITEsand Stationery & Gifts,1.37852777931,103.941854239,Paper / Office Supplies Store
336,HDB-PASIR RIS,1.3775792686,103.940659585,Seafood Kitchen,1.37800130169,103.942404892,Asian Restaurant
337,HDB-PASIR RIS,1.3775792686,103.940659585,West Grill Station,1.37773164582,103.943060742,Food Court
338,HDB-PASIR RIS,1.3775792686,103.940659585,Bus Stop 77319 (Opp Blks 771/772),1.37540000282,103.937453994,Bus Station
339,HDB-TAMPINES,1.35604416362,103.962576038,McDonald's,1.35385463693,103.959590468,Fast Food Restaurant
340,HDB-TAMPINES,1.35604416362,103.962576038,Prima Deli,1.35396116151,103.95888544,Deli / Bodega
341,HDB-TAMPINES,1.35604416362,103.962576038,Street Soccer Court,1.35663136935,103.962235838,Outdoors & Recreation
342,HDB-TAMPINES,1.35604416362,103.962576038,Tampines Street 33 Park,1.35694615772,103.962098194,Park
343,HDB-TAMPINES,1.35604416362,103.962576038,Jog Park,1.354074,103.96248,Yoga Studio
344,HDB-TAMPINES,1.35604416362,103.962576038,Tampines Mart,1.35393562464,103.959826027,Shopping Mall
345,HDB-TAMPINES,1.35604416362,103.962576038,Anytime Fitness,1.354042,103.960311,Gym / Fitness Center
346,HDB-TAMPINES,1.35604416362,103.962576038,Squash Court @ Carissa Park Condominium,1.35925410804,103.96401,Gym / Fitness Center
347,HDB-TAMPINES,1.35604416362,103.962576038,FairPrice Xpress,1.35752940681,103.959355732,Food & Drink Shop
348,HDB-TAMPINES,1.35604416362,103.962576038,Singapore Pools,1.35635140945,103.958327776,Betting Shop
349,HDB-TAMPINES,1.35604416362,103.962576038,Bus Stop 97011 ~ outside Japanese School,1.35315211992,103.965911666,Bus Station
350,HDB-WOODLANDS,1.44640891218,103.772202484,Yassin Kampung Muslim Seafood,1.44625979058,103.773749471,Asian Restaurant
351,HDB-WOODLANDS,1.44640891218,103.772202484,J Farmers Market,1.447149,103.771571257,Farmers Market
352,HDB-WOODLANDS,1.44640891218,103.772202484,Former Immigration Gate,1.44897331977,103.771512508,History Museum
353,HDB-WOODLANDS,1.44640891218,103.772202484,"Level 5 Garden, Arrival Car Woodlands CIQ",1.44560209911,103.7692614,Garden
354,HDB-WOODLANDS,1.44640891218,103.772202484,Ben's Dance Studio,1.44926623122,103.769811512,Dance Studio
355,HDB-WOODLANDS,1.44640891218,103.772202484,Bus Stop 46109 (Woodlands Checkpoint),1.44437747889,103.768894672,Bus Stop
356,HDB-WOODLANDS,1.44640891218,103.772202484,SBS Transit: Bus 170,1.44982598934,103.770031929,Bus Line
357,HDB-WOODLANDS,1.44640891218,103.772202484,Korea Family Restaurant,1.44986661459,103.769992578,Korean Restaurant
358,HDB-WOODLANDS,1.44640891218,103.772202484,Level 5 Pantry @ Bus Hall,1.44336950921,103.769432406,Cafeteria
359,HILLCREST VILLA,1.32811330712,103.805575496,Peperoni Pizzeria,1.33110416927,103.807267298,Pizza Place
360,HILLCREST VILLA,1.32811330712,103.805575496,73@Hillcrest,1.331522,103.807613,Bistro
361,HILLCREST VILLA,1.32811330712,103.805575496,FRATINI LA TRATTORIA,1.33107664904,103.807170583,Italian Restaurant
362,HILLCREST VILLA,1.32811330712,103.805575496,La Braceria Pizza & Grill,1.33176100665,103.807205758,Italian Restaurant
363,HILLCREST VILLA,1.32811330712,103.805575496,Sakurazaka Pte Ltd,1.33152063847,103.806657785,Shabu-Shabu Restaurant
364,HILLCREST VILLA,1.32811330712,103.805575496,Tan Kah Kee MRT Station (DT8),1.32564953183,103.80782483,Train Station
365,HILLCREST VILLA,1.32811330712,103.805575496,Hwa Chong Swimming Complex,1.32848029249,103.802353939,Pool
366,HILLCREST VILLA,1.32811330712,103.805575496,Shin Yuu Japanese Restaurant,1.33132539206,103.806773918,Japanese Restaurant
367,HILLCREST VILLA,1.32811330712,103.805575496,Lana Cake Shop,1.33086433968,103.808513992,Bakery
368,HILLCREST VILLA,1.32811330712,103.805575496,baker & cook,1.33163665422,103.807568035,Bakery
369,HILLCREST VILLA,1.32811330712,103.805575496,Greenwood Fish Market & Bistro,1.33183942364,103.80628942,Seafood Restaurant
370,HILLCREST VILLA,1.32811330712,103.805575496,RUBATO Italian Kitchen & Bar,1.33118444795,103.806975509,Italian Restaurant
371,HILLCREST VILLA,1.32811330712,103.805575496,HCI Canteen,1.32636280754,103.803969381,Food
372,HILLCREST VILLA,1.32811330712,103.805575496,Raintree Cafe,1.33103281341,103.805052933,Café
373,HILLCREST VILLA,1.32811330712,103.805575496,Ubin Seafood,1.33115727529,103.806991717,Asian Restaurant
374,HILLCREST VILLA,1.32811330712,103.805575496,Gym @ Duchess Crest,1.325175,103.803409,Gym / Fitness Center
375,HILLCREST VILLA,1.32811330712,103.805575496,Doggie Delight,1.33179477728,103.806754003,Pet Store
376,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,HopHeads,1.29673734149,103.844109178,Bar
377,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Lloyd's Inn,1.29718357482,103.840463785,Hotel
378,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Hachi Restaurant,1.29399558952,103.841989956,Japanese Restaurant
379,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Fort Canning Park,1.29507479724,103.846421242,Park
380,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Kim Dae Mun Korean Food,1.30033521043,103.842370279,Korean Restaurant
381,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,KOI PLUS,1.29920795722,103.845523484,Bubble Tea Shop
382,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Hotel Fort Canning,1.29585419124,103.845453151,Hotel
383,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Bistecca Tuscan Steakhouse,1.29314900816,103.841451315,Steakhouse
384,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Wine Connection Cheese Bar,1.29236437219,103.841788602,Wine Bar
385,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,The Glass House,1.29592581508,103.845066712,Gastropub
386,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,IPPUDO SG (Ippudo Tao),1.29332052122,103.84164834,Ramen Restaurant
387,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Orihara Shoten,1.29211043124,103.842139203,Sake Bar
388,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,ONLY Aesthetics @ SSC,1.29839045692,103.84436307,Cosmetics Shop
389,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Sephora,1.29949093704,103.844974628,Cosmetics Shop
390,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,The Patissier,1.29400042151,103.842073735,Bakery
391,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Healing Touch,1.29350880637,103.842954077,Spa
392,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Istana Park,1.29926869708,103.843846321,Park
393,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Hai Di Lao Hot Pot,1.30000759712,103.844965013,Hotpot Restaurant
394,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Plaza Singapura,1.30004476575,103.845076664,Shopping Mall
395,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,UNIQLO,1.29940444895,103.845237947,Clothing Store
396,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Coffee Bar K,1.2923370825,103.841797303,Bar
397,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Guan Kitchen Chinese Restaurant 壮元府传统美食,1.29382746957,103.842423599,Asian Restaurant
398,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Killiney Kopitiam,1.29901454608,103.839279416,Coffee Shop
399,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Chikuwa Tei,1.29379827507,103.8419921,Japanese Restaurant
400,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Art•Friend,1.300076,103.845348,Arts & Crafts Store
401,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Kith Café,1.29933403182,103.841104007,Café
402,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,LaserOPS,1.2993500837,103.845250895,General Entertainment
403,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Freshly Baked by Le Bijoux,1.29917595527,103.839387738,Café
404,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Starbucks,1.29947810058,103.845076664,Coffee Shop
405,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,The Soup Spoon,1.29947727213,103.845015007,Soup Place
406,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,VOX aveda salon spa store,1.29807026551,103.838741639,Spa
407,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,P.Osh,1.29883166833,103.845811431,Dessert Shop
408,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,PappaRich,1.29964470741,103.844786689,Malay Restaurant
409,HOLLYWOOD APARTMENTS,1.29651687408,103.842807025,Jew Kit 友吉飯店,1.29827476985,103.838773384,Hainan Restaurant
